participant,inner_number,Item,Itemtype,cloze_clean,cloze_probability
claude,97,The organic fertilizer helped enrich the,English,soil,1
gpt,97,The organic fertilizer helped enrich the,English,soil,1
mistral,97,The organic fertilizer helped enrich the,English,soil,1
claude,98,Das Problem mit meinem Freund Paul ist that he can't take a,code_switching,joke,1
gpt,98,Das Problem mit meinem Freund Paul ist that he can't take a,code_switching,break,0.9523809523809523
mistral,98,Das Problem mit meinem Freund Paul ist that he can't take a,code_switching,joke,1
claude,98,The problem with my friend Paul is that he can't take a,English,joke,1
gpt,98,The problem with my friend Paul is that he can't take a,English,break,0.96
mistral,98,The problem with my friend Paul is that he can't take a,English,joke,1
claude,99,Die zwei Räuber trugen Waffen but they didn't,code_switching,shoot,1
gpt,99,Die zwei Räuber trugen Waffen but they didn't,code_switching,shoot,0.8333333333333334
mistral,99,Die zwei Räuber trugen Waffen but they didn't,code_switching,use,1
claude,99,The two robbers carried guns but didn't,English,shoot,1
gpt,99,The two robbers carried guns but didn't,English,shoot,1
mistral,99,The two robbers carried guns but didn't,English,fire,1
claude,NA,"After the rents went up again, the tenants decided to take their landlord to",English,court,1
gpt,NA,"After the rents went up again, the tenants decided to take their landlord to",English,court,1
mistral,NA,"After the rents went up again, the tenants decided to take their landlord to",English,court,1
claude,NA,"Anfangs lehnte der Junge es ab, aber eventually he changed his",code_switching,mind,1
gpt,NA,"Anfangs lehnte der Junge es ab, aber eventually he changed his",code_switching,mind,1
mistral,NA,"Anfangs lehnte der Junge es ab, aber eventually he changed his",code_switching,mind,1
claude,NA,"Because Tom wants to go to India and work there for a year, he applies for a",English,visa,1
gpt,NA,"Because Tom wants to go to India and work there for a year, he applies for a",English,visa,1
mistral,NA,"Because Tom wants to go to India and work there for a year, he applies for a",English,visa,1
claude,NA,"Bei der Versorgung von hospitalisierten Patienten, benötigt ein Artz oft the help of a",code_switching,nurse,1
gpt,NA,"Bei der Versorgung von hospitalisierten Patienten, benötigt ein Artz oft the help of a",code_switching,nurse,1
mistral,NA,"Bei der Versorgung von hospitalisierten Patienten, benötigt ein Artz oft the help of a",code_switching,nurse,1
claude,NA,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",code_switching,pillow,1
gpt,NA,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",code_switching,cushion,0.92
mistral,NA,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",code_switching,pillow,0.6923076923076923
claude,NA,"Er besorgt sich im Alter eine neue Lesebrille, to read the",code_switching,newspaper,1
gpt,NA,"Er besorgt sich im Alter eine neue Lesebrille, to read the",code_switching,books,0.5
mistral,NA,"Er besorgt sich im Alter eine neue Lesebrille, to read the",code_switching,newspaper,1
claude,NA,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't",code_switching,forget,1
gpt,NA,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't",code_switching,forget,1
mistral,NA,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't",code_switching,forget,1
claude,NA,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their",code_switching,stripes,1
gpt,NA,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their",code_switching,stripes,1
mistral,NA,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their",code_switching,stripes,1
claude,NA,"Marsha wusste, dass die Gäste noch weiter Appetithäppchen essen könnten, und zwar for at least another",code_switching,hour,1
gpt,NA,"Marsha wusste, dass die Gäste noch weiter Appetithäppchen essen könnten, und zwar for at least another",code_switching,hour,1
mistral,NA,"Marsha wusste, dass die Gäste noch weiter Appetithäppchen essen könnten, und zwar for at least another",code_switching,hour,1
claude,NA,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a",code_switching,beard,1
gpt,NA,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a",code_switching,beard,1
mistral,NA,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a",code_switching,beard,1
claude,NA,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to",code_switching,fall,1
gpt,NA,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to",code_switching,fall,1
mistral,NA,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to",code_switching,fall,1
claude,NA,"Sei vorsichtig, denn der obere Teil of the stove is very",code_switching,hot,1
gpt,NA,"Sei vorsichtig, denn der obere Teil of the stove is very",code_switching,hot,1
mistral,NA,"Sei vorsichtig, denn der obere Teil of the stove is very",code_switching,hot,1
claude,NA,"Sie klappt einen großen Wäscheständer auf, to dry the",code_switching,laundry,1
gpt,NA,"Sie klappt einen großen Wäscheständer auf, to dry the",code_switching,clothes,1
mistral,NA,"Sie klappt einen großen Wäscheständer auf, to dry the",code_switching,clothes,1
claude,NA,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful",code_switching,microscope,1
gpt,NA,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful",code_switching,microscope,0.9523809523809523
mistral,NA,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful",code_switching,microscope,1
claude,NA,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a",code_switching,visa,1
gpt,NA,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a",code_switching,visa,1
mistral,NA,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a",code_switching,job,1
claude,NA,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent",English,room,1
gpt,NA,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent",English,table,0.6842105263157895
mistral,NA,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent",English,table,1
