inner_number,Item,Itemtype,cloze_clean,n,total,cloze_probability,participant
91,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,code_switching,house,1,17,0.058823529411764705,gpt
92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked",code_switching,correctly,1,18,0.05555555555555555,gpt
92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked",code_switching,fragile,17,18,0.9444444444444444,gpt
92,The movers seemed to take great delight in tossing the boxes marked,English,fragile,17,17,1,gpt
93,An heißen Tagen sonnen sich viele Leute on the nearest,code_switching,beach,17,17,1,gpt
93,"On hot days, many people sun themselves on the nearest",English,beach,15,15,1,gpt
94,Er mochte Zitrone und Zucker in his hot,code_switching,tea,17,17,1,gpt
94,He liked lemon and sugar in his hot,English,coffee,3,16,0.1875,gpt
94,He liked lemon and sugar in his hot,English,tea,13,16,0.8125,gpt
95,Es ist schwer zuzugeben when one is,code_switching,alone,2,17,0.11764705882352941,gpt
95,Es ist schwer zuzugeben when one is,code_switching,guilty,3,17,0.17647058823529413,gpt
95,Es ist schwer zuzugeben when one is,code_switching,honest,1,17,0.058823529411764705,gpt
95,Es ist schwer zuzugeben when one is,code_switching,tired,2,17,0.11764705882352941,gpt
95,Es ist schwer zuzugeben when one is,code_switching,wrong,9,17,0.5294117647058824,gpt
95,It's hard to admit when one is,English,wrong,18,18,1,gpt
96,"After dinner, they spent a long time over coffee just",English,talking,14,14,1,gpt
96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,later,4,18,0.2222222222222222,gpt
96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,like,1,18,0.05555555555555555,gpt
96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,talking,7,18,0.3888888888888889,gpt
96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,together,6,18,0.3333333333333333,gpt
97,Der biologische Dünger helped enrich the,code_switching,soil,24,24,1,gpt
97,The organic fertilizer helped enrich the,English,soil,22,22,1,gpt
98,Das Problem mit meinem Freund Paul ist that he can't take a,code_switching,break,20,21,0.9523809523809523,gpt
98,Das Problem mit meinem Freund Paul ist that he can't take a,code_switching,picture,1,21,0.047619047619047616,gpt
98,The problem with my friend Paul is that he can't take a,English,break,24,25,0.96,gpt
98,The problem with my friend Paul is that he can't take a,English,hint,1,25,0.04,gpt
99,Die zwei Räuber trugen Waffen but they didn't,code_switching,shoot,20,24,0.8333333333333334,gpt
99,Die zwei Räuber trugen Waffen but they didn't,code_switching,use,4,24,0.16666666666666666,gpt
99,The two robbers carried guns but didn't,English,shoot,20,20,1,gpt
NA,"After the rents went up again, the tenants decided to take their landlord to",English,court,17,17,1,gpt
NA,"Anfangs lehnte der Junge es ab, aber eventually he changed his",code_switching,mind,16,16,1,gpt
NA,"Because Tom wants to go to India and work there for a year, he applies for a",English,visa,25,25,1,gpt
NA,"Bei der Versorgung von hospitalisierten Patienten, benötigt ein Artz oft the help of a",code_switching,nurse,17,17,1,gpt
NA,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",code_switching,cushion,23,25,0.92,gpt
NA,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",code_switching,pillow,2,25,0.08,gpt
NA,"Er besorgt sich im Alter eine neue Lesebrille, to read the",code_switching,books,9,18,0.5,gpt
NA,"Er besorgt sich im Alter eine neue Lesebrille, to read the",code_switching,newspaper,9,18,0.5,gpt
NA,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't",code_switching,forget,19,19,1,gpt
NA,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their",code_switching,stripes,19,19,1,gpt
NA,"Marsha wusste, dass die Gäste noch weiter Appetithäppchen essen könnten, und zwar for at least another",code_switching,hour,18,18,1,gpt
NA,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a",code_switching,beard,26,26,1,gpt
NA,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to",code_switching,fall,17,17,1,gpt
NA,"Sei vorsichtig, denn der obere Teil of the stove is very",code_switching,hot,18,18,1,gpt
NA,"Sie klappt einen großen Wäscheständer auf, to dry the",code_switching,clothes,24,24,1,gpt
NA,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful",code_switching,microscope,20,21,0.9523809523809523,gpt
NA,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful",code_switching,powerful,1,21,0.047619047619047616,gpt
NA,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a",code_switching,visa,22,22,1,gpt
NA,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent",English,bar,1,19,0.05263157894736842,gpt
NA,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent",English,room,5,19,0.2631578947368421,gpt
NA,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent",English,table,13,19,0.6842105263157895,gpt
