"","inner_number","Item","Itemtype","cloze_clean","n","total","cloze_probability"
"891",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","belly",1,26,0.0384615384615385
"892",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","lot",3,26,0.115384615384615
"893",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","moustache",1,26,0.0384615384615385
"894",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","mustache",2,26,0.0769230769230769
"895",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","tail",1,26,0.0384615384615385
"896",113,"No one at the reunion recognized Dan because he had grown a","English","beard",16,22,0.727272727272727
"897",113,"No one at the reunion recognized Dan because he had grown a","English","lot",2,22,0.0909090909090909
"898",113,"No one at the reunion recognized Dan because he had grown a","English","mustache",3,22,0.136363636363636
"899",113,"No one at the reunion recognized Dan because he had grown a","English","pimple",1,22,0.0454545454545455
"900",114,"After the skiing accident, Randy broke his","English","ankle",4,26,0.153846153846154
"901",114,"After the skiing accident, Randy broke his","English","arm",4,26,0.153846153846154
"902",114,"After the skiing accident, Randy broke his","English","hand",1,26,0.0384615384615385
"903",114,"After the skiing accident, Randy broke his","English","legs",15,26,0.576923076923077
"904",114,"After the skiing accident, Randy broke his","English","neck",1,26,0.0384615384615385
"905",114,"After the skiing accident, Randy broke his","English","ribs",1,26,0.0384615384615385
"906",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","arm",5,22,0.227272727272727
"907",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","collarbone",1,22,0.0454545454545455
"908",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","foot",3,22,0.136363636363636
"909",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","legs",8,22,0.363636363636364
"910",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","shin",1,22,0.0454545454545455
"911",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","shoulder",1,22,0.0454545454545455
"912",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","toe",1,22,0.0454545454545455
"913",114,"Nach dem Unfall beim Skifahren Randy broke his","code_switching","wrist",2,22,0.0909090909090909
"914",115,"Das alte Klavier aus Italien was out of","code_switching","battery",1,26,0.0384615384615385
"915",115,"Das alte Klavier aus Italien was out of","code_switching","mahogany",1,26,0.0384615384615385
"916",115,"Das alte Klavier aus Italien was out of","code_switching","order",6,26,0.230769230769231
"917",115,"Das alte Klavier aus Italien was out of","code_switching","service",1,26,0.0384615384615385
"918",115,"Das alte Klavier aus Italien was out of","code_switching","shape",1,26,0.0384615384615385
"919",115,"Das alte Klavier aus Italien was out of","code_switching","stock",4,26,0.153846153846154
"920",115,"Das alte Klavier aus Italien was out of","code_switching","style",1,26,0.0384615384615385
"921",115,"Das alte Klavier aus Italien was out of","code_switching","tune",9,26,0.346153846153846
"922",115,"Das alte Klavier aus Italien was out of","code_switching","wood",2,26,0.0769230769230769
"923",115,"The old piano from Italy was out of","English","key",3,22,0.136363636363636
"924",115,"The old piano from Italy was out of","English","order",4,22,0.181818181818182
"925",115,"The old piano from Italy was out of","English","paint",1,22,0.0454545454545455
"926",115,"The old piano from Italy was out of","English","practice",1,22,0.0454545454545455
"927",115,"The old piano from Italy was out of","English","rome",1,22,0.0454545454545455
"928",115,"The old piano from Italy was out of","English","stock",2,22,0.0909090909090909
"929",115,"The old piano from Italy was out of","English","town",1,22,0.0454545454545455
"930",115,"The old piano from Italy was out of","English","tune",7,22,0.318181818181818
"931",115,"The old piano from Italy was out of","English","use",1,22,0.0454545454545455
"932",115,"The old piano from Italy was out of","English","wood",1,22,0.0454545454545455
"933",116,"Das Kind kam auf die Welt with a rare","code_switching","condition",5,22,0.227272727272727
"934",116,"Das Kind kam auf die Welt with a rare","code_switching","defect",1,22,0.0454545454545455
"935",116,"Das Kind kam auf die Welt with a rare","code_switching","disease",13,22,0.590909090909091
"936",116,"Das Kind kam auf die Welt with a rare","code_switching","disorder",1,22,0.0454545454545455
"937",116,"Das Kind kam auf die Welt with a rare","code_switching","illness",2,22,0.0909090909090909
"938",116,"The child was born with a rare","English","condition",11,26,0.423076923076923
"939",116,"The child was born with a rare","English","disease",12,26,0.461538461538462
"940",116,"The child was born with a rare","English","disorder",1,26,0.0384615384615385
"941",116,"The child was born with a rare","English","eyecolor",1,26,0.0384615384615385
"942",116,"The child was born with a rare","English","illness",1,26,0.0384615384615385
"943",117,"She pulled her head out from under the faucet and reached for a","English","air",1,22,0.0454545454545455
"944",117,"She pulled her head out from under the faucet and reached for a","English","brush",1,22,0.0454545454545455
"945",117,"She pulled her head out from under the faucet and reached for a","English","cream",1,22,0.0454545454545455
"946",117,"She pulled her head out from under the faucet and reached for a","English","drink",1,22,0.0454545454545455
"947",117,"She pulled her head out from under the faucet and reached for a","English","glass",1,22,0.0454545454545455
"948",117,"She pulled her head out from under the faucet and reached for a","English","hairbrush",1,22,0.0454545454545455
"949",117,"She pulled her head out from under the faucet and reached for a","English","screwdriver",1,22,0.0454545454545455
"950",117,"She pulled her head out from under the faucet and reached for a","English","spanner",1,22,0.0454545454545455
"951",117,"She pulled her head out from under the faucet and reached for a","English","sponge",1,22,0.0454545454545455
"952",117,"She pulled her head out from under the faucet and reached for a","English","towel",12,22,0.545454545454545
"953",117,"She pulled her head out from under the faucet and reached for a","English","wrench",1,22,0.0454545454545455
"954",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","blanket",1,26,0.0384615384615385
"955",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","bottle",1,26,0.0384615384615385
"956",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","glass",1,26,0.0384615384615385
"957",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","hairdryer",1,26,0.0384615384615385
"958",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","screwdriver",1,26,0.0384615384615385
"959",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","shampoo",1,26,0.0384615384615385
"960",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","sponge",2,26,0.0769230769230769
"961",117,"Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a","code_switching","towel",18,26,0.692307692307692
"962",118,"Er schlich sich in den room without a","code_switching","badge",1,22,0.0454545454545455
"963",118,"Er schlich sich in den room without a","code_switching","care",1,22,0.0454545454545455
"964",118,"Er schlich sich in den room without a","code_switching","gun",1,22,0.0454545454545455
"965",118,"Er schlich sich in den room without a","code_switching","key",2,22,0.0909090909090909
"966",118,"Er schlich sich in den room without a","code_switching","noise",9,22,0.409090909090909
"967",118,"Er schlich sich in den room without a","code_switching","sound",7,22,0.318181818181818
"968",118,"Er schlich sich in den room without a","code_switching","window",1,22,0.0454545454545455
"969",118,"He crept into the room without a","English","key",2,26,0.0769230769230769
"970",118,"He crept into the room without a","English","knocking",1,26,0.0384615384615385
"971",118,"He crept into the room without a","English","lights",3,26,0.115384615384615
"972",118,"He crept into the room without a","English","noise",8,26,0.307692307692308
"973",118,"He crept into the room without a","English","shirt",2,26,0.0769230769230769
"974",118,"He crept into the room without a","English","sound",8,26,0.307692307692308
"975",118,"He crept into the room without a","English","warning",1,26,0.0384615384615385
"976",118,"He crept into the room without a","English","word",1,26,0.0384615384615385
"977",119,"Der Ausgang war gekennzeichnet by a large","code_switching","arrow",1,26,0.0384615384615385
"978",119,"Der Ausgang war gekennzeichnet by a large","code_switching","shield",1,26,0.0384615384615385
"979",119,"Der Ausgang war gekennzeichnet by a large","code_switching","sigh",1,26,0.0384615384615385
"980",119,"Der Ausgang war gekennzeichnet by a large","code_switching","sign",23,26,0.884615384615385
"981",119,"The exit was marked by a large","English","arrow",1,22,0.0454545454545455
"982",119,"The exit was marked by a large","English","door",1,22,0.0454545454545455
"983",119,"The exit was marked by a large","English","line",1,22,0.0454545454545455
"984",119,"The exit was marked by a large","English","sign",19,22,0.863636363636364
"985",120,"Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original","code_switching","price",18,22,0.818181818181818
"986",120,"Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original","code_switching","size",4,22,0.181818181818182
"987",120,"Joe went to the hardware store and bought a replacement window at twice the original","English","price",17,26,0.653846153846154
"988",120,"Joe went to the hardware store and bought a replacement window at twice the original","English","size",9,26,0.346153846153846
"989",121,"Sam could not believe her story was","English","false",1,22,0.0454545454545455
"990",121,"Sam could not believe her story was","English","real",3,22,0.136363636363636
"991",121,"Sam could not believe her story was","English","true",18,22,0.818181818181818
"992",121,"Sam konnte nicht glauben dass her story was","code_switching","boring",1,26,0.0384615384615385
"993",121,"Sam konnte nicht glauben dass her story was","code_switching","exciting",1,26,0.0384615384615385
"994",121,"Sam konnte nicht glauben dass her story was","code_switching","fabricated",1,26,0.0384615384615385
"995",121,"Sam konnte nicht glauben dass her story was","code_switching","fake",3,26,0.115384615384615
"996",121,"Sam konnte nicht glauben dass her story was","code_switching","false",1,26,0.0384615384615385
"997",121,"Sam konnte nicht glauben dass her story was","code_switching","lie",1,26,0.0384615384615385
"998",121,"Sam konnte nicht glauben dass her story was","code_switching","over",1,26,0.0384615384615385
"999",121,"Sam konnte nicht glauben dass her story was","code_switching","real",6,26,0.230769230769231
"1000",121,"Sam konnte nicht glauben dass her story was","code_switching","true",8,26,0.307692307692308
"1001",121,"Sam konnte nicht glauben dass her story was","code_switching","unbelievable",2,26,0.0769230769230769
"1002",121,"Sam konnte nicht glauben dass her story was","code_switching","untrue",1,26,0.0384615384615385
"1003",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","animals",8,22,0.363636363636364
"1004",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","apes",1,22,0.0454545454545455
"1005",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","birds",2,22,0.0909090909090909
"1006",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","cows",1,22,0.0454545454545455
"1007",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","dogs",1,22,0.0454545454545455
"1008",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","doves",1,22,0.0454545454545455
"1009",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","ducks",2,22,0.0909090909090909
"1010",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","geese",1,22,0.0454545454545455
"1011",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","pigeons",4,22,0.181818181818182
"1012",122,"The Hausordnung erlaubte es Besuchern nicht to feed the","code_switching","spider",1,22,0.0454545454545455
"1013",122,"The house rules did not allow visitors to feed the","English","animals",4,26,0.153846153846154
"1014",122,"The house rules did not allow visitors to feed the","English","birds",4,26,0.153846153846154
"1015",122,"The house rules did not allow visitors to feed the","English","cats",5,26,0.192307692307692
"1016",122,"The house rules did not allow visitors to feed the","English","dogs",5,26,0.192307692307692
"1017",122,"The house rules did not allow visitors to feed the","English","ducks",3,26,0.115384615384615
"1018",122,"The house rules did not allow visitors to feed the","English","fish",1,26,0.0384615384615385
"1019",122,"The house rules did not allow visitors to feed the","English","giraffe",1,26,0.0384615384615385
"1020",122,"The house rules did not allow visitors to feed the","English","pets",2,26,0.0769230769230769
"1021",122,"The house rules did not allow visitors to feed the","English","pigeons",1,26,0.0384615384615385
"1022",123,"Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent","code_switching","barkeeper",1,26,0.0384615384615385
"1023",123,"Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent","code_switching","room",3,26,0.115384615384615
"1024",123,"Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent","code_switching","table",21,26,0.807692307692308
"1025",123,"Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent","code_switching","wood",1,26,0.0384615384615385
"1026",123,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent ","English","basement",1,22,0.0454545454545455
"1027",123,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent ","English","desk",1,22,0.0454545454545455
"1028",123,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent ","English","room",5,22,0.227272727272727
"1029",123,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent ","English","table",15,22,0.681818181818182
"1030",124,"She honestly seriously thought she had seen a","English","bear",1,26,0.0384615384615385
"1031",124,"She honestly seriously thought she had seen a","English","fox",1,26,0.0384615384615385
"1032",124,"She honestly seriously thought she had seen a","English","ghost",15,26,0.576923076923077
"1033",124,"She honestly seriously thought she had seen a","English","lion",1,26,0.0384615384615385
"1034",124,"She honestly seriously thought she had seen a","English","pimple",1,26,0.0384615384615385
"1035",124,"She honestly seriously thought she had seen a","English","rat",1,26,0.0384615384615385
"1036",124,"She honestly seriously thought she had seen a","English","spider",1,26,0.0384615384615385
"1037",124,"She honestly seriously thought she had seen a","English","stork",1,26,0.0384615384615385
"1038",124,"She honestly seriously thought she had seen a","English","tiger",1,26,0.0384615384615385
"1039",124,"She honestly seriously thought she had seen a","English","unicorn",1,26,0.0384615384615385
"1040",124,"She honestly seriously thought she had seen a","English","witch",1,26,0.0384615384615385
"1041",124,"She honestly seriously thought she had seen a","English","yeti",1,26,0.0384615384615385
"1042",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","bear",1,22,0.0454545454545455
"1043",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","deer",2,22,0.0909090909090909
"1044",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","fish",1,22,0.0454545454545455
"1045",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","ghost",11,22,0.5
"1046",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","lion",1,22,0.0454545454545455
"1047",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","monster",1,22,0.0454545454545455
"1048",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","mouse",1,22,0.0454545454545455
"1049",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","ufo",1,22,0.0454545454545455
"1050",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","unicorn",1,22,0.0454545454545455
"1051",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","werewolf",1,22,0.0454545454545455
"1052",124,"Sie dachte tatsächlich ernsthaft, dass she had seen a","code_switching","wolf",1,22,0.0454545454545455
"1053",125,"After the jeweler was asked, he would examine the ring's huge","English","diameter",1,22,0.0454545454545455
"1054",125,"After the jeweler was asked, he would examine the ring's huge","English","diamond",15,22,0.681818181818182
"1055",125,"After the jeweler was asked, he would examine the ring's huge","English","gem",1,22,0.0454545454545455
"1056",125,"After the jeweler was asked, he would examine the ring's huge","English","jewel",1,22,0.0454545454545455
"1057",125,"After the jeweler was asked, he would examine the ring's huge","English","size",1,22,0.0454545454545455
"1058",125,"After the jeweler was asked, he would examine the ring's huge","English","stain",1,22,0.0454545454545455
"1059",125,"After the jeweler was asked, he would examine the ring's huge","English","value",2,22,0.0909090909090909
"1060",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","chip",1,26,0.0384615384615385
"1061",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","crack",1,26,0.0384615384615385
"1062",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","diameter",2,26,0.0769230769230769
"1063",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","diamond",15,26,0.576923076923077
"1064",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","emerald",1,26,0.0384615384615385
"1065",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","engravings",1,26,0.0384615384615385
"1066",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","fad",1,26,0.0384615384615385
"1067",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","gem",1,26,0.0384615384615385
"1068",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","jewel",2,26,0.0769230769230769
"1069",125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge","code_switching","size",1,26,0.0384615384615385
"1070",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","bits",1,26,0.0384615384615385
"1071",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","coffee",1,26,0.0384615384615385
"1072",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","crumbs",1,26,0.0384615384615385
"1073",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","ends",1,26,0.0384615384615385
"1074",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","floaties",1,26,0.0384615384615385
"1075",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","fragments",1,26,0.0384615384615385
"1076",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","herbs",2,26,0.0769230769230769
"1077",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","leaves",14,26,0.538461538461538
"1078",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","particles",1,26,0.0384615384615385
"1079",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","particular",1,26,0.0384615384615385
"1080",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","stuff",1,26,0.0384615384615385
"1081",126,"He always drinks tea in the morning and uses a special filter to catch the loose","English","tea",1,26,0.0384615384615385
"1082",126,"Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose","code_switching","crumbs",1,22,0.0454545454545455
"1083",126,"Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose","code_switching","ingredients",1,22,0.0454545454545455
"1084",126,"Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose","code_switching","junk",1,22,0.0454545454545455
"1085",126,"Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose","code_switching","leaves",19,22,0.863636363636364
"1086",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","broken",1,22,0.0454545454545455
"1087",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","clean",3,22,0.136363636363636
"1088",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","cleared",1,22,0.0454545454545455
"1089",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","infected",1,22,0.0454545454545455
"1090",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","protected",3,22,0.136363636363636
"1091",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","safe",10,22,0.454545454545455
"1092",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","secure",1,22,0.0454545454545455
"1093",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","secured",1,22,0.0454545454545455
"1094",127,"She installed a new anti-virus program and is now convinced that her laptop is","English","slower",1,22,0.0454545454545455
"1095",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","broken",1,26,0.0384615384615385
"1096",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","clean",3,26,0.115384615384615
"1097",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","corrupted",1,26,0.0384615384615385
"1098",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","fried",1,26,0.0384615384615385
"1099",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","infected",4,26,0.153846153846154
"1100",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","safe",9,26,0.346153846153846
"1101",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","secure",5,26,0.192307692307692
"1102",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","virusfree",1,26,0.0384615384615385
"1103",127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is","code_switching","working",1,26,0.0384615384615385
"1104",128,"She needed a special charging cable, but could not find it inside her","English","backpack",1,26,0.0384615384615385
"1105",128,"She needed a special charging cable, but could not find it inside her","English","bag",10,26,0.384615384615385
"1106",128,"She needed a special charging cable, but could not find it inside her","English","draw",3,26,0.115384615384615
"1107",128,"She needed a special charging cable, but could not find it inside her","English","house",1,26,0.0384615384615385
"1108",128,"She needed a special charging cable, but could not find it inside her","English","luggage",1,26,0.0384615384615385
"1109",128,"She needed a special charging cable, but could not find it inside her","English","pocket",2,26,0.0769230769230769
"1110",128,"She needed a special charging cable, but could not find it inside her","English","purse",7,26,0.269230769230769
"1111",128,"She needed a special charging cable, but could not find it inside her","English","room",1,26,0.0384615384615385
"1112",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","backpack",1,22,0.0454545454545455
"1113",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","bag",8,22,0.363636363636364
"1114",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","cabinet",1,22,0.0454545454545455
"1115",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","draw",2,22,0.0909090909090909
"1116",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","phone",1,22,0.0454545454545455
"1117",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","pocket",1,22,0.0454545454545455
"1118",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","pouch",1,22,0.0454545454545455
"1119",128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her","code_switching","purse",7,22,0.318181818181818
"1120",129,"Er nahm sich einen kleinen Taschenrechner und typed in some","code_switching","addition",1,26,0.0384615384615385
"1121",129,"Er nahm sich einen kleinen Taschenrechner und typed in some","code_switching","calculations",2,26,0.0769230769230769
"1122",129,"Er nahm sich einen kleinen Taschenrechner und typed in some","code_switching","digits",1,26,0.0384615384615385
"1123",129,"Er nahm sich einen kleinen Taschenrechner und typed in some","code_switching","numbers",21,26,0.807692307692308
"1124",129,"Er nahm sich einen kleinen Taschenrechner und typed in some","code_switching","things",1,26,0.0384615384615385
"1125",129,"He took a small pocket calculator and typed in some","English","calculations",1,22,0.0454545454545455
"1126",129,"He took a small pocket calculator and typed in some","English","gibberish",1,22,0.0454545454545455
"1127",129,"He took a small pocket calculator and typed in some","English","numbers",19,22,0.863636363636364
"1128",129,"He took a small pocket calculator and typed in some","English","word",1,22,0.0454545454545455
"1129",130,"Er holt einen neuen Korkenzieher and opened the","code_switching","bottle",20,22,0.909090909090909
"1130",130,"Er holt einen neuen Korkenzieher and opened the","code_switching","can",1,22,0.0454545454545455
"1131",130,"Er holt einen neuen Korkenzieher and opened the","code_switching","wine",1,22,0.0454545454545455
"1132",130,"He took a new cork screw and opened the","English","bottle",23,26,0.884615384615385
"1133",130,"He took a new cork screw and opened the","English","can",1,26,0.0384615384615385
"1134",130,"He took a new cork screw and opened the","English","draw",1,26,0.0384615384615385
"1135",130,"He took a new cork screw and opened the","English","wine",1,26,0.0384615384615385
"1136",131,"He folded out a big drying rack to dry the","English","blanket",1,22,0.0454545454545455
"1137",131,"He folded out a big drying rack to dry the","English","canvas",1,22,0.0454545454545455
"1138",131,"He folded out a big drying rack to dry the","English","clothes",9,22,0.409090909090909
"1139",131,"He folded out a big drying rack to dry the","English","dish",2,22,0.0909090909090909
"1140",131,"He folded out a big drying rack to dry the","English","hair",1,22,0.0454545454545455
"1141",131,"He folded out a big drying rack to dry the","English","laundry",2,22,0.0909090909090909
"1142",131,"He folded out a big drying rack to dry the","English","sheets",1,22,0.0454545454545455
"1143",131,"He folded out a big drying rack to dry the","English","towel",4,22,0.181818181818182
"1144",131,"He folded out a big drying rack to dry the","English","wood",1,22,0.0454545454545455
"1145",131,"Sie klappt einen großen Wäscheständer auf, to dry the ","code_switching","clothes",13,26,0.5
"1146",131,"Sie klappt einen großen Wäscheständer auf, to dry the ","code_switching","laundry",12,26,0.461538461538462
"1147",131,"Sie klappt einen großen Wäscheständer auf, to dry the ","code_switching","linen",1,26,0.0384615384615385
"1148",132,"She grabbed a big pitcher near the sink and filled it with","English","beer",1,26,0.0384615384615385
"1149",132,"She grabbed a big pitcher near the sink and filled it with","English","juice",1,26,0.0384615384615385
"1150",132,"She grabbed a big pitcher near the sink and filled it with","English","sand",1,26,0.0384615384615385
"1151",132,"She grabbed a big pitcher near the sink and filled it with","English","things",1,26,0.0384615384615385
"1152",132,"She grabbed a big pitcher near the sink and filled it with","English","water",22,26,0.846153846153846
"1153",132,"Sie schnappte sich am Waschbecken eine große Kanne and filled it with","code_switching","tea",1,22,0.0454545454545455
"1154",132,"Sie schnappte sich am Waschbecken eine große Kanne and filled it with","code_switching","water",21,22,0.954545454545455
"1155",133,"Er leiht sich von Petra eine gute Fahrradpumpe to inflate the","code_switching","tire",12,26,0.461538461538462
"1156",133,"Er leiht sich von Petra eine gute Fahrradpumpe to inflate the","code_switching","tires",8,26,0.307692307692308
"1157",133,"Er leiht sich von Petra eine gute Fahrradpumpe to inflate the","code_switching","vehicle",1,26,0.0384615384615385
"1158",133,"Er leiht sich von Petra eine gute Fahrradpumpe to inflate the","code_switching","wheel",5,26,0.192307692307692
"1159",133,"He borrowed a good bicycle pump from Petra to inflate the","English","tire",10,22,0.454545454545455
"1160",133,"He borrowed a good bicycle pump from Petra to inflate the","English","tires",6,22,0.272727272727273
"1161",133,"He borrowed a good bicycle pump from Petra to inflate the","English","wheel",6,22,0.272727272727273
"1162",134,"Er kaufte sich einen neuen Rasierer to trim his","code_switching","balls",1,22,0.0454545454545455
"1163",134,"Er kaufte sich einen neuen Rasierer to trim his","code_switching","beard",17,22,0.772727272727273
"1164",134,"Er kaufte sich einen neuen Rasierer to trim his","code_switching","hair",3,22,0.136363636363636
"1165",134,"Er kaufte sich einen neuen Rasierer to trim his","code_switching","moustache",1,22,0.0454545454545455
"1166",134,"He bought a new razor to trim his","English","beard",25,26,0.961538461538462
"1167",134,"He bought a new razor to trim his","English","hair",1,26,0.0384615384615385
"1168",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","ass",3,26,0.115384615384615
"1169",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","face",1,26,0.0384615384615385
"1170",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","forehead",1,26,0.0384615384615385
"1171",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","glasses",1,26,0.0384615384615385
"1172",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","mouth",5,26,0.192307692307692
"1173",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","nose",5,26,0.192307692307692
"1174",135,"Er nahm sich ein neues Taschentuch to wipe his","code_switching","tears",10,26,0.384615384615385
"1175",135,"He got out a clean tissue to wipe his","English","ass",2,22,0.0909090909090909
"1176",135,"He got out a clean tissue to wipe his","English","bottom",1,22,0.0454545454545455
"1177",135,"He got out a clean tissue to wipe his","English","eyes",1,22,0.0454545454545455
"1178",135,"He got out a clean tissue to wipe his","English","face",1,22,0.0454545454545455
"1179",135,"He got out a clean tissue to wipe his","English","glasses",1,22,0.0454545454545455
